date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:38	119352/119352	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20May%202022%2001:07:30%20GMT	https://i999bet.net/nhung-dieu-ban-can-biet-khi-choi-game-keno-fm88/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/nhung-dieu-ban-can-biet-khi-choi-game-keno-fm88/index.html	(from https://i999bet.net/category/tin-tuc/page/7/)
20:19:39	127176/127176	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2023:20:13%20GMT	https://i999bet.net/game-no-hu-i999-tro-choi-dem-ve-giai-thuong-cuc-lon/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-no-hu-i999-tro-choi-dem-ve-giai-thuong-cuc-lon/index.html	(from https://i999bet.net/category/tin-tuc/page/7/)
20:19:40	115159/115159	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2023:38:54%20GMT	https://i999bet.net/game-ban-ca-doi-thuong-i999-huong-dan-choi-tu-a-z/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-ban-ca-doi-thuong-i999-huong-dan-choi-tu-a-z/index.html	(from https://i999bet.net/category/tin-tuc/page/7/)
20:19:40	798/798	---MC-	200	added ('OK')	application/rss+xml	etag:%22117d6fba42743dc3079bc3f8b6d12565%22	https://i999bet.net/fabet/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/fabet/feed/index.html	(from https://i999bet.net/fabet/)
20:19:41	115376/115376	---MCZ	200	added ('OK')	text/html	date:Sat,%2014%20May%202022%2023:15:08%20GMT	https://i999bet.net/game-da-ga-i999-huong-dan-cach-choi-chuan-nhat-de-anh-em-vao-bo/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-da-ga-i999-huong-dan-cach-choi-chuan-nhat-de-anh-em-vao-bo/index.html	(from https://i999bet.net/category/tin-tuc/page/7/)
20:19:45	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:19:47%20GMT	http://i999bet.net/wp-content/uploads/2022/04/fabet-2-1-300x130.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/fabet-2-1-300x130.dc.delayed	(from https://i999bet.net/fabet/)
20:19:46	26916/26916	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:19:44%20GMT	https://i999bet.net/wp-json/wp/v2/posts/812	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/812.json	(from https://i999bet.net/fabet/)
20:19:47	11653/11653	---M--	200	added ('OK')	image/jpeg	etag:%2262604d01-2d85%22	https://i999bet.net/wp-content/uploads/2022/04/fabet-2-1-300x130.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/fabet-2-1-300x130.jpg	(from https://i999bet.net/fabet/)
20:19:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:19:48%20GMT	http://i999bet.net/wp-content/uploads/2022/04/fabet-3-1-300x166.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/fabet-3-1-300x166.jpg	(from https://i999bet.net/fabet/)
20:19:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:19:47%20GMT	https://i999bet.net/?p=812	C:/Users/vivan/Desktop/projecttrue/i999bet.net/index4e02.html	(from https://i999bet.net/fabet/)
20:19:53	16544/16544	---M--	200	added ('OK')	image/jpeg	etag:%2262604d7f-40a0%22	https://i999bet.net/wp-content/uploads/2022/04/fabet-3-1-300x166.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/fabet-3-1-300x166.jpg	(from https://i999bet.net/fabet/)
20:19:53	18534/18534	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2019:18:52%20GMT	https://qh88z.com/wp-content/uploads/2022/04/danh-gia-nha-cai-bk8-lua-dao-hay-uy-tin-2021-300x188.jpg	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/danh-gia-nha-cai-bk8-lua-dao-hay-uy-tin-2021-300x188.jpg	(from https://i999bet.net/nha-cai-bk8/)
20:19:55	796/796	---MC-	200	added ('OK')	application/rss+xml	etag:%22a162024d930e14189a83fd0debbe2f2f%22	https://i999bet.net/nha-cai-bk8/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/nha-cai-bk8/feed/index.html	(from https://i999bet.net/nha-cai-bk8/)
20:20:07	75638/75638	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2019:19:42%20GMT	https://qh88z.com/wp-content/uploads/2022/04/nha-cai-bk8-300x138.png	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/nha-cai-bk8-300x138.png	(from https://i999bet.net/nha-cai-bk8/)
20:20:08	19168/19168	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2019:21:43%20GMT	https://qh88z.com/wp-content/uploads/2022/04/BK8-congdongfifa-1-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/BK8-congdongfifa-1-300x169.jpg	(from https://i999bet.net/nha-cai-bk8/)
20:20:08	19168/19168	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2019:24:20%20GMT	https://qh88z.com/wp-content/uploads/2022/04/BK8-congdongfifa-1-1-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/BK8-congdongfifa-1-1-300x169.jpg	(from https://i999bet.net/nha-cai-bk8/)
20:20:08	15940/15940	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2019:34:34%20GMT	https://qh88z.com/wp-content/uploads/2022/04/bk8-1-300x147.jpg	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/bk8-1-300x147.jpg	(from https://i999bet.net/nha-cai-bk8/)
20:20:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:10%20GMT	https://i999bet.net/?p=792	C:/Users/vivan/Desktop/projecttrue/i999bet.net/indexdfb6.html	(from https://i999bet.net/nha-cai-bk8/)
20:20:09	24364/24364	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2019:43:11%20GMT	https://qh88z.com/wp-content/uploads/2022/04/BK8-co-uy-tin-khong-1-300x188.jpg	C:/Users/vivan/Desktop/projecttrue/qh88z.com/wp-content/uploads/2022/04/BK8-co-uy-tin-khong-1-300x188.jpg	(from https://i999bet.net/nha-cai-bk8/)
20:20:09	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:11%20GMT	http://i999bet.net/wp-content/uploads/2022/04/QH88-duoc-nhieu-nguoi-choi-quan-tam-va-lua-chon-tren-thi-truong-game-bai-doi-thuong-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/QH88-duoc-nhieu-nguoi-choi-quan-tam-va-lua-chon-tren-thi-truong-game-bai-doi-thuong-300x169.e7.delayed	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:10	19589/19589	---M--	200	added ('OK')	image/jpeg	etag:%226256f24b-4c85%22	https://i999bet.net/wp-content/uploads/2022/04/QH88-duoc-nhieu-nguoi-choi-quan-tam-va-lua-chon-tren-thi-truong-game-bai-doi-thuong-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/QH88-duoc-nhieu-nguoi-choi-quan-tam-va-lua-chon-tren-thi-truong-game-bai-doi-thuong-300x169.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:10	37904/37904	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:20:07%20GMT	https://i999bet.net/wp-json/wp/v2/posts/792	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/792.json	(from https://i999bet.net/nha-cai-bk8/)
20:20:13	836/836	---MC-	200	added ('OK')	application/rss+xml	etag:%221b3c05c5cf5c7fce0c97f0050d141357%22	https://i999bet.net/ban-ca-doi-thuong-qh88/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/ban-ca-doi-thuong-qh88/feed/index.html	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:24	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:25%20GMT	http://i999bet.net/wp-content/uploads/2022/04/bancamayman-club-300x300.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/bancamayman-club-300x300.ea.delayed	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:24	28589/28589	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:20:24%20GMT	https://i999bet.net/wp-json/wp/v2/posts/781	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/781.json	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:26	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:27%20GMT	https://i999bet.net/?p=781	C:/Users/vivan/Desktop/projecttrue/i999bet.net/index4aec.html	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:30	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:31%20GMT	http://i999bet.net/wp-content/uploads/2022/04/30f9e568619695c8cc87-1020x570-1-300x168.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/30f9e568619695c8cc87-1020x570-1-300x168.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:30	19022/19022	---M--	200	added ('OK')	image/jpeg	etag:%226256f3b6-4a4e%22	https://i999bet.net/wp-content/uploads/2022/04/30f9e568619695c8cc87-1020x570-1-300x168.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/30f9e568619695c8cc87-1020x570-1-300x168.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:30	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:32%20GMT	http://i999bet.net/wp-content/uploads/2022/04/ca-voi-xanh-66685-300x171.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/ca-voi-xanh-66685-300x171.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:31	16294/16294	---M--	200	added ('OK')	image/jpeg	etag:%226256f416-3fa6%22	https://i999bet.net/wp-content/uploads/2022/04/ca-voi-xanh-66685-300x171.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/ca-voi-xanh-66685-300x171.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:32	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:33%20GMT	http://i999bet.net/wp-content/uploads/2022/04/game-ban-ca-la-gi-2-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/game-ban-ca-la-gi-2-300x169.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:33	19793/19793	---M--	200	added ('OK')	image/jpeg	etag:%226256f467-4d51%22	https://i999bet.net/wp-content/uploads/2022/04/game-ban-ca-la-gi-2-300x169.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/game-ban-ca-la-gi-2-300x169.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:33	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:35%20GMT	http://i999bet.net/wp-content/uploads/2022/04/i999-300x137.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/i999-300x137.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:33	30877/30877	---M--	200	added ('OK')	image/jpeg	etag:%226256f29a-789d%22	https://i999bet.net/wp-content/uploads/2022/04/bancamayman-club-300x300.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/bancamayman-club-300x300.jpg	(from https://i999bet.net/ban-ca-doi-thuong-qh88/)
20:20:37	823/823	---MC-	200	added ('OK')	application/rss+xml	etag:%22597ffcece57584f6d00f10cf97930a5c%22	https://i999bet.net/link-vao-nha-cai-i999/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/link-vao-nha-cai-i999/feed/index.html	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:37	81331/81331	---M--	200	added ('OK')	image/png	etag:%2262515ebe-13db3%22	https://i999bet.net/wp-content/uploads/2022/04/i999-300x137.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/i999-300x137.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:49%20GMT	http://i999bet.net/wp-content/uploads/2022/04/kho-game-bai-nha-cai-300x169.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/kho-game-bai-nha-cai-300x169.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:48	28535/28535	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:20:47%20GMT	https://i999bet.net/wp-json/wp/v2/posts/743	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/743.json	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:50%20GMT	https://i999bet.net/?p=743	C:/Users/vivan/Desktop/projecttrue/i999bet.net/index2812.html	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:51%20GMT	http://i999bet.net/wp-content/uploads/2022/04/slot-game-nha-cai-300x85.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/slot-game-nha-cai-300x85.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:49	40161/40161	---M--	200	added ('OK')	image/png	etag:%2262516218-9ce1%22	https://i999bet.net/wp-content/uploads/2022/04/kho-game-bai-nha-cai-300x169.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/kho-game-bai-nha-cai-300x169.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:50	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:51%20GMT	http://i999bet.net/wp-content/uploads/2022/04/the-thao-i999-300x86.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/the-thao-i999-300x86.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:50	40415/40415	---M--	200	added ('OK')	image/png	etag:%2262516281-9ddf%22	https://i999bet.net/wp-content/uploads/2022/04/slot-game-nha-cai-300x85.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/slot-game-nha-cai-300x85.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:53%20GMT	http://i999bet.net/game-rong-ho-vt999-link-tai-game-rong-ho-vt999-ios-moi-nhat-2022/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-rong-ho-vt999-link-tai-game-rong-ho-vt999-ios-moi-nhat-2022/index.html	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:52	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:20:53%20GMT	http://i999bet.net/wp-content/uploads/2022/04/2d41f67f0a6d4712bee8d654747c0a9a-300x225.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/2d41f67f0a6d4712bee8d654747c0a9a-300x225.fb.delayed	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:20:53	38386/38386	---M--	200	added ('OK')	image/png	etag:%22625162b6-95f2%22	https://i999bet.net/wp-content/uploads/2022/04/the-thao-i999-300x86.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/the-thao-i999-300x86.png	(from https://i999bet.net/link-vao-nha-cai-i999/)
20:20:54	18346/18346	---M--	200	added ('OK')	image/jpeg	etag:%22624ddb87-47aa%22	https://i999bet.net/wp-content/uploads/2022/04/2d41f67f0a6d4712bee8d654747c0a9a-300x225.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/2d41f67f0a6d4712bee8d654747c0a9a-300x225.jpg	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:20:56	821/821	---MC-	200	added ('OK')	application/rss+xml	etag:%22e323507a0464a10644dd045ee4ab38e8%22	https://i999bet.net/soi-cau-xsmb-dk8/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/soi-cau-xsmb-dk8/feed/index.html	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:06	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:07%20GMT	http://i999bet.net/wp-content/uploads/2022/04/lo-de-la-gi-1-300x200.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/lo-de-la-gi-1-300x200.jpg	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:06	22398/22398	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:21:06%20GMT	https://i999bet.net/wp-json/wp/v2/posts/736	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/736.json	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:08%20GMT	https://i999bet.net/?p=736	C:/Users/vivan/Desktop/projecttrue/i999bet.net/indexdd7c.html	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:07	15585/15585	---M--	200	added ('OK')	image/jpeg	etag:%22624ddbe4-3ce1%22	https://i999bet.net/wp-content/uploads/2022/04/lo-de-la-gi-1-300x200.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/lo-de-la-gi-1-300x200.jpg	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:07	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:09%20GMT	http://i999bet.net/wp-content/uploads/2022/04/cach-choi-lo-de-mien-Bac-1-300x201.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/cach-choi-lo-de-mien-Bac-1-300x201.png	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:09	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:10%20GMT	http://i999bet.net/wp-content/uploads/2022/04/image2-300x200.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/image2-300x200.jpg	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:10	17524/17524	---M--	200	added ('OK')	image/jpeg	etag:%22624a5b22-4474%22	https://i999bet.net/wp-content/uploads/2022/04/image2-300x200.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/image2-300x200.jpg	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:11	829/829	---MC-	200	added ('OK')	application/rss+xml	etag:%22a7fc06822adc30b9d05171810ef1b6e9%22	https://i999bet.net/game-rong-ho-vt999/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-rong-ho-vt999/feed/index.html	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:18	148094/148094	---M--	200	added ('OK')	image/png	etag:%22624ddc74-2427e%22	https://i999bet.net/wp-content/uploads/2022/04/cach-choi-lo-de-mien-Bac-1-300x201.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/cach-choi-lo-de-mien-Bac-1-300x201.png	(from https://i999bet.net/soi-cau-xsmb-dk8/)
20:21:23	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:24%20GMT	http://i999bet.net/game-rong-ho-vt999	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-rong-ho-vt999	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:25	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:26%20GMT	http://i999bet.net/wp-content/uploads/2022/04/imager_4147-300x193.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/imager_4147-300x193.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:25	117846/117846	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20May%202022%2021:10:21%20GMT	https://i999bet.net/game-rong-ho-vt999	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-rong-ho-vt999.html	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:25	31808/31808	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:21:24%20GMT	https://i999bet.net/wp-json/wp/v2/posts/719	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/719.json	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:25%20GMT	https://i999bet.net/?p=719	C:/Users/vivan/Desktop/projecttrue/i999bet.net/indexd13e.html	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:27	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:28%20GMT	http://i999bet.net/wp-content/uploads/2022/04/gioi-thieu-nha-cai-vt999-uy-tin-1-300x145.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/gioi-thieu-nha-cai-vt999-uy-tin-1-300x145.jpg	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:27	14210/14210	---M--	200	added ('OK')	image/jpeg	etag:%22624a5ba8-3782%22	https://i999bet.net/wp-content/uploads/2022/04/gioi-thieu-nha-cai-vt999-uy-tin-1-300x145.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/gioi-thieu-nha-cai-vt999-uy-tin-1-300x145.jpg	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:29	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:29%20GMT	http://i999bet.net/wp-content/uploads/2022/04/tai-app-08-260x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/tai-app-08-260x300.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:30	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:31%20GMT	http://i999bet.net/wp-content/uploads/2022/04/tai-app-09-285x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/tai-app-09-285x300.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:30	99865/99865	---M--	200	added ('OK')	image/png	etag:%22624a5b7f-18619%22	https://i999bet.net/wp-content/uploads/2022/04/imager_4147-300x193.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/imager_4147-300x193.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:31	55334/55334	---M--	200	added ('OK')	image/png	etag:%22624a5bda-d826%22	https://i999bet.net/wp-content/uploads/2022/04/tai-app-08-260x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/tai-app-08-260x300.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:32	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:33%20GMT	http://i999bet.net/wp-content/uploads/2022/04/banner-vt999-300x105.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/banner-vt999-300x105.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:35%20GMT	http://i999bet.net/game-baccarat-vt999-link-nha-cai-vt999-tren-pc-mobile-moi-nhat/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-baccarat-vt999-link-nha-cai-vt999-tren-pc-mobile-moi-nhat/index.html	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:35%20GMT	http://i999bet.net/wp-content/uploads/2022/04/cach-choi-baccarat-1-300x194.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/cach-choi-baccarat-1-300x194.111.delayed	(from https://i999bet.net/game-baccarat-vt999/)
20:21:34	40187/40187	---M--	200	added ('OK')	image/png	etag:%22624a5c6c-9cfb%22	https://i999bet.net/wp-content/uploads/2022/04/banner-vt999-300x105.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/banner-vt999-300x105.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:35	61234/61234	---M--	200	added ('OK')	image/png	etag:%22624a5c33-ef32%22	https://i999bet.net/wp-content/uploads/2022/04/tai-app-09-285x300.png	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/tai-app-09-285x300.png	(from https://i999bet.net/game-rong-ho-vt999/)
20:21:36	17210/17210	---M--	200	added ('OK')	image/jpeg	etag:%22624919bb-433a%22	https://i999bet.net/wp-content/uploads/2022/04/cach-choi-baccarat-1-300x194.jpg	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-content/uploads/2022/04/cach-choi-baccarat-1-300x194.jpg	(from https://i999bet.net/game-baccarat-vt999/)
20:21:38	829/829	---MC-	200	added ('OK')	application/rss+xml	etag:%22f50911a9451657b1d16dd13327fd3fe3%22	https://i999bet.net/game-baccarat-vt999/feed/	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-baccarat-vt999/feed/index.html	(from https://i999bet.net/game-baccarat-vt999/)
20:21:49	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:51%20GMT	http://i999bet.net/game-baccarat-vt999	C:/Users/vivan/Desktop/projecttrue/i999bet.net/game-baccarat-vt999.114.delayed	(from https://i999bet.net/game-baccarat-vt999/)
20:21:49	31740/31740	---MC-	200	added ('OK')	application/json	date:Mon,%2016%20May%202022%2013:21:49%20GMT	https://i999bet.net/wp-json/wp/v2/posts/712	C:/Users/vivan/Desktop/projecttrue/i999bet.net/wp-json/wp/v2/posts/712.json	(from https://i999bet.net/game-baccarat-vt999/)
20:21:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2013:21:51%20GMT	https://i999bet.net/?p=712	C:/Users/vivan/Desktop/projecttrue/i999bet.net/indexbf05.html	(from https://i999bet.net/game-baccarat-vt999/)
